#group,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string
#default,mean,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,probe
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:25:00Z,-71.63793103,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:30:00Z,-73.11864407,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:35:00Z,-72.76271186,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:40:00Z,-72.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:45:00Z,-71.9137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:50:00Z,-72.06779661,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T18:55:00Z,-72.03389831,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:00:00Z,-71.38983051,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:05:00Z,-70.93103448,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:10:00Z,-66.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:15:00Z,-69.25423729,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:20:00Z,-71.44827586,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:25:00Z,-72.25423729,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:30:00Z,-71.72881356,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:35:00Z,-72.55932203,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:40:00Z,-70.56896552,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:45:00Z,-72.33898305,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:50:00Z,-71.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T19:55:00Z,-72.39655172,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:00:00Z,-72.3559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:05:00Z,-72.25423729,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:10:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:15:00Z,-71.60344828,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:20:00Z,-71.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:25:00Z,-71.28813559,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:30:00Z,-72.11864407,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:35:00Z,-73.31034483,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:40:00Z,-71.71186441,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:45:00Z,-71.47457627,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:50:00Z,-72.22033898,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T20:55:00Z,-72,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:00:00Z,-73.20338983,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:05:00Z,-72.3559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:10:00Z,-72.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:15:00Z,-70.98275862,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:20:00Z,-71.52542373,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:25:00Z,-72.28813559,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:30:00Z,-72.33898305,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:35:00Z,-71.42372881,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:40:00Z,-71.25862069,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:45:00Z,-70.98305085,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:50:00Z,-71.66101695,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T21:55:00Z,-72.13559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:00:00Z,-71.34482759,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:05:00Z,-72.03389831,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:10:00Z,-72.20338983,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:15:00Z,-71.91525424,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:20:00Z,-72.69491525,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:25:00Z,-72.63793103,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:30:00Z,-71.74576271,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:35:00Z,-72.25423729,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:40:00Z,-72.06779661,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:45:00Z,-72.70689655,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:50:00Z,-70.6779661,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T22:55:00Z,-72.06779661,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:00:00Z,-72.22033898,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:05:00Z,-71.66101695,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:10:00Z,-72.12068966,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:15:00Z,-72.59322034,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:20:00Z,-71.40677966,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:25:00Z,-71.55932203,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:30:00Z,-71.36206897,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:35:00Z,-71.11864407,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:40:00Z,-71.83050847,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:45:00Z,-72.3559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:50:00Z,-72.13559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-20T23:55:00Z,-71.93103448,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:00:00Z,-73.10169492,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:05:00Z,-71.44067797,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:10:00Z,-71.52542373,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:15:00Z,-72.72413793,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:20:00Z,-71.83050847,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:25:00Z,-72.01694915,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:30:00Z,-72.45762712,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:35:00Z,-72.72413793,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:40:00Z,-72.3559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:45:00Z,-72.27118644,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:50:00Z,-72.52542373,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T00:55:00Z,-72.89830508,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:00:00Z,-72.44827586,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:05:00Z,-72.38983051,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:10:00Z,-72.54237288,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:15:00Z,-71.96610169,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:20:00Z,-72.17241379,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:25:00Z,-71.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:30:00Z,-72.52542373,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:35:00Z,-72.81355932,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:40:00Z,-72,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:45:00Z,-70.98275862,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:50:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T01:55:00Z,-72.77966102,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:00:00Z,-71.6440678,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:05:00Z,-72.62711864,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:10:00Z,-71.9137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:15:00Z,-72.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:20:00Z,-72.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:25:00Z,-71.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:30:00Z,-72.44827586,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:35:00Z,-71.88135593,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:40:00Z,-72.37288136,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:45:00Z,-71.98305085,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:50:00Z,-71.28813559,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T02:55:00Z,-71.48275862,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:00:00Z,-72.16949153,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:05:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:10:00Z,-73.11864407,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:15:00Z,-72.24137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:20:00Z,-71.30508475,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:25:00Z,-71.23728814,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:30:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:35:00Z,-72,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:40:00Z,-71.81034483,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:45:00Z,-71.47457627,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:50:00Z,-71.96610169,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T03:55:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:00:00Z,-72.05084746,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:05:00Z,-71.67241379,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:10:00Z,-71.61016949,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:15:00Z,-71.13559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:20:00Z,-71.72881356,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:25:00Z,-72.03448276,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:30:00Z,-72.6440678,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:35:00Z,-72.44067797,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:40:00Z,-72.50847458,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:45:00Z,-71.18965517,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:50:00Z,-72.28813559,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T04:55:00Z,-72.22033898,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:00:00Z,-72.01694915,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:05:00Z,-71.38983051,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:10:00Z,-72.05172414,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:15:00Z,-72.08474576,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:20:00Z,-72.20338983,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:25:00Z,-72.03389831,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:30:00Z,-71.29310345,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:35:00Z,-70.93220339,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:40:00Z,-73.62711864,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:45:00Z,-72.40677966,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:50:00Z,-71.38983051,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T05:55:00Z,-71.44827586,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:00:00Z,-72.33898305,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:05:00Z,-72.13559322,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:10:00Z,-71.44067797,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:15:00Z,-72.25862069,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:20:00Z,-72.01694915,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:25:00Z,-71.86440678,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:30:00Z,-71.59322034,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:35:00Z,-71.55932203,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:40:00Z,-71.74137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:45:00Z,-72.54237288,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:50:00Z,-72.06779661,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T06:55:00Z,-71.49152542,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:00:00Z,-72.03448276,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:05:00Z,-71.55932203,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:10:00Z,-71.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:15:00Z,-71.06896552,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:20:00Z,-72.10169492,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:25:00Z,-71.22033898,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:30:00Z,-71.22413793,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:35:00Z,-72.55932203,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:40:00Z,-71.37288136,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:45:00Z,-71.01724138,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:50:00Z,-71.22033898,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T07:55:00Z,-70.56896552,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:00:00Z,-69.03448276,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:05:00Z,-69.69491525,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:10:00Z,-64.89655172,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:15:00Z,-69.03389831,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:20:00Z,-69.98275862,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:25:00Z,-69.79310345,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:30:00Z,-70.01724138,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:35:00Z,-69.43103448,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:40:00Z,-69.62068966,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:45:00Z,-69.75862069,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:50:00Z,-68.42372881,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T08:55:00Z,-70.25862069,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:00:00Z,-72.62068966,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:05:00Z,-71.20338983,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:10:00Z,-71.36206897,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:15:00Z,-70.79310345,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:20:00Z,-72.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:25:00Z,-71.39655172,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:30:00Z,-71.60344828,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:35:00Z,-72.15254237,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:40:00Z,-71.22413793,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:45:00Z,-71.59322034,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:50:00Z,-71.74137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T09:55:00Z,-71.18644068,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:00:00Z,-71.27586207,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:05:00Z,-71.9137931,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:10:00Z,-71.60344828,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:15:00Z,-71.72413793,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:20:00Z,-71.72881356,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:25:00Z,-63.43103448,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:30:00Z,-67.39655172,rssi,ble_rssi,Pi
,,0,2025-07-01T00:00:00Z,2025-08-10T00:00:00Z,2025-07-21T10:35:00Z,-71.70689655,rssi,ble_rssi,Pi
